PO_Date,PO_Number,Item_ID,Item_Description,Manufacturer_Name,Manufacturer_ID,Lowest_Unit_Of_Measure,Purchasing_Unit_Of_Measure,Vendor_Name,Vendor_ID,Vendor_City,Vendor_Active_Status,Contract_ID,Contract_Description,Contract_Type,Contract_Start_Date,Contract_End_Date,Contract_Price(Million) ,Contract_UOM,Unit_Of_Measure,Unit_Of_Measure_In_Number,Quantity_(at_UOM),Price_Per_UOM ($),Total_Price ($),Department
17-03-2022,PO0504,IT9,Gloves,Aegis Lifesciences Private Limited,398,PK100,PK100,Ritiko LLC,V878,Miami,Yes,1009,tincidunt,FP,18-03-2021,02-10-2022,16,17,PK100,100,13,200,2600,Paramedical Department
29-06-2022,PO0505,IT10,Scalpel,Smiths Medical,365,EA,EA,Ability Network,V222,Atlanta,Yes,1010,aenean fermentum,FP,12-06-2021,10-12-2022,13,46,EA,1,6,5,30,Nursing Department
03-02-2022,PO0506,IT11,Microscope,Cardinal Health,372,EA,EA,Prevounce Health,V971,Houston,Yes,1018,proin at,FP,14-11-2021,19-11-2022,1,94,EA,1,27,1200,32400,Outpatient Department
21-05-2022,PO0507,IT12,Otoscope,Becton Dickinson,390,EA,EA,Noble House,V624,Dallas,Yes,1012,massa volutpat convallis,TM,13-06-2021,17-01-2023,20,68,EA,1,50,150,7500,Surgical Department
02-11-2021,PO0508,IT13,Thermometer,General Electric,350,EA,EA,eSolutions,V090,Charlotte,Yes,1013,enim,TM,24-01-2021,31-11-2021,20,7,EA,1,50,35,1750,Paramedical Department
30-04-2022,PO0509,IT14,Saline Bag,Medtronic PLC,335,DZ,DZ,Experian Health Inc,V501,New York,Yes,1014,pretium quis lectus,TM,06-07-2021,01-08-2022,22,39,DZ,12,41,144,5904,Nursing Department
08-12-2022,PO0510,IT15,Syringe,Siemens Healthineers,307,PK50,PK50,Eligible Inc,V213,Chicago,Yes,1015,sagittis sapien cum,FP,20-01-2021,07-10-2022,22,99,PK50,50,29,1750,50750,Radiology Department
24-07-2022,PO0511,IT16,X-ray Machine,Johnson & Johnson,301,EA,EA,Cerner Health Services HDX,V928,San Antonio,Yes,1016,metus sapien,FP,29-05-2021,29-08-2022,13,96,EA,1,22,2000,44000,Outpatient Department
01-02-2022,PO0512,IT17,Bandag,Teleflex,315,EA,EA,myhELO,V653,Salt Lake City,Yes,1017,in hac habitasse platea,FP,28-07-2021,06-11-2022,5,95,EA,1,31,2,62,Surgical Department
08-09-2022,PO0513,IT18,Crutches,3M Company,372,EA,EA,Prevounce Health,V971,Houston,Yes,1018,proin at,FP,14-11-2021,19-11-2022,23,82,EA,1,22,13,286,Paramedical Department
09-02-2022,PO0514,IT19,Plaster,Terumo,351,EA,EA,Toyon Associates Inc,V305,New York,Yes,1019,quam pharetra magna ac,FP,16-10-2021,02-12-2022,16,2,EA,1,50,10,500,Radiology Department
07-12-2021,PO0515,IT20,Cotton Wool,Nipro,347,DZ,DZ,Healthcare IP,V425,Denver,Yes,1020,viverra dapibus,CR,28-04-2021,25-10-2022,13,2,DZ,12,27,120,3240,Surgical Department
16-11-2022,PO0516,IT21,Surgical Mask,Poly Medicure Ltd,318,PK100,PK100,WellSky,V135,New York,Yes,1001,enim in,TM,29-06-2021,26-11-2022,16,30,PK100,100,5,100,500,Surgical Department
01-05-2021,PO0517,IT22,Oxygen Mask,Ribbel International Ltd,378,PK50,PK50,Rivet,V672,Los Angeles,Yes,1002,est congue,FP,08-05-2021,04-05-2022,19,80,PK50,50,47,600,28200,Paramedical Department
28-03-2022,PO0518,IT23,Dropper,Advin Healthcare,324,EA,EA,FGA Inc,V522,Chicago,Yes,1003,pellentesque volutpat,TM,26-02-2021,31-07-2022,16,70,EA,1,43,1,43,Radiology Department
27-08-2021,PO0519,IT24,Needle,Aegis Lifesciences Private Limited,398,PK50,PK50,Quadax Inc,V797,Phoenix,Yes,1004,morbi,FP,12-05-2021,12-11-2022,1,28,PK50,50,30,250,7500,Nursing Department
24-06-2022,PO0520,IT25,Cane,Smiths Medical,365,EA,EA,OmniSys,V486,Houston,Yes,1005,libero,FP,23-07-2021,17-08-2022,9,28,EA,1,15,10,150,Surgical Department
26-04-2022,PO0521,IT26,Surgical Clamps,Cardinal Health,372,EA,EA,Etactics,V658,Oklahoma City,Yes,1006,duis faucibus,TM,30-05-2021,07-02-2023,15,61,EA,1,50,35,1750,Surgical Department
14-07-2022,PO0522,IT27,Forceps,Becton Dickinson,390,DZ,DZ,HealthXNet,V565,Denver,Yes,1007,convallis,TM,06-10-2021,21-09-2022,11,14,DZ,12,9,180,1620,Nursing Department
14-03-2022,PO0523,IT28,Surgical Table,General Electric,350,EA,EA,CompMed,V453,Salt Lake City,Yes,1008,mattis egestas metus,FP,22-04-2021,05-01-2023,20,13,EA,1,35,1600,56000,Surgical Department
03-12-2022,PO0524,IT29,Utility Table,Medtronic PLC,335,EA,EA,Ritiko LLC,V878,Miami,Yes,1009,tincidunt,FP,18-03-2021,02-10-2022,14,42,EA,1,5,60,300,Nursing Department
03-10-2022,PO0525,IT30,Instrument Table,Siemens Healthineers,307,EA,EA,Ability Network,V222,Atlanta,Yes,1010,aenean fermentum,FP,12-06-2021,10-12-2022,9,22,EA,1,31,60,1860,Outpatient Department
04-11-2021,PO0526,IT31,Ventilator,Johnson & Johnson,301,EA,EA,Prevounce Health,V971,Houston,Yes,1018,proin at,FP,14-11-2021,19-11-2022,20,7,EA,1,14,3000,42000,Surgical Department
15-04-2021,PO0527,IT32,Mayo Stands,Teleflex,315,EA,EA,Noble House,V624,Dallas,Yes,1012,massa volutpat convallis,TM,13-06-2021,17-01-2023,6,91,EA,1,30,85,2550,Surgical Department
17-12-2021,PO0528,IT33,Kickbuckets,3M Company,372,EA,EA,eSolutions,V090,Charlotte,No,1013,enim,TM,24-01-2021,31-11-2021,15,37,EA,1,46,15,690,Nursing Department
18-05-2022,PO0529,IT34,Arm Supports,Terumo,351,EA,EA,Experian Health Inc,V501,New York,Yes,1014,pretium quis lectus,TM,06-07-2021,01-08-2022,16,29,EA,1,16,5,80,Surgical Department
26-12-2022,PO0530,IT35,Medical Syringe Infusion,Nipro,347,EA,EA,Eligible Inc,V213,Chicago,Yes,1015,sagittis sapien cum,FP,20-01-2021,07-10-2022,18,23,EA,1,26,250,6500,Surgical Department
29-09-2021,PO0531,IT36,Pacemakers,Poly Medicure Ltd,318,EA,EA,Cerner Health Services HDX,V928,San Antonio,Yes,1016,metus sapien,FP,29-05-2021,29-08-2022,3,37,EA,1,5,1200,6000,Paramedical Department
25-09-2022,PO0532,IT37,Defibrillators,Ribbel International Ltd,378,EA,EA,myhELO,V653,Salt Lake City,Yes,1017,in hac habitasse platea,FP,28-07-2021,06-11-2022,14,61,EA,1,45,1500,67500,Outpatient Department
08-12-2022,PO0533,IT38,Wheelchairs,Advin Healthcare,324,EA,EA,Prevounce Health,V971,Houston,Yes,1018,proin at,FP,14-11-2021,19-11-2022,18,17,EA,1,44,80,3520,Nursing Department
29-05-2022,PO0534,IT39,Traction Equipment,Aegis Lifesciences Private Limited,398,EA,EA,Toyon Associates Inc,V305,New York,Yes,1019,quam pharetra magna ac,FP,16-10-2021,02-12-2022,17,12,EA,1,5,165,825,Surgical Department
03-01-2022,PO0535,IT40,Needle Holder,Smiths Medical,365,PK50,PK50,Healthcare IP,V425,Denver,Yes,1020,viverra dapibus,CR,28-04-2021,25-10-2022,13,95,PK50,50,43,1250,53750,Nursing Department
24-06-2021,PO0536,IT41,Medicine Cup,Cardinal Health,372,EA,EA,WellSky,V135,New York,Yes,1001,enim in,TM,29-06-2021,26-11-2022,12,84,EA,1,33,5,165,Radiology Department
09-08-2021,PO0537,IT42,Gauze,Becton Dickinson,390,EA,EA,Rivet,V672,Los Angeles,Yes,1002,est congue,FP,08-05-2021,04-05-2022,24,10,EA,1,47,7,329,Nursing Department
06-03-2022,PO0538,IT43,Forceps,General Electric,350,DZ,DZ,FGA Inc,V522,Chicago,Yes,1003,pellentesque volutpat,TM,26-02-2021,31-07-2022,6,76,DZ,12,6,180,1080,Surgical Department
26-12-2022,PO0539,IT44,Trays,Medtronic PLC,335,EA,EA,Quadax Inc,V797,Phoenix,Yes,1004,morbi,FP,12-05-2021,12-11-2022,20,67,EA,1,18,10,180,Nursing Department
29-06-2022,PO0540,IT45,Cotton Swabs,Siemens Healthineers,307,PK100,PK100,OmniSys,V486,Houston,Yes,1005,libero,FP,23-07-2021,17-08-2022,4,60,PK100,100,15,100,1500,Outpatient Department
17-01-2022,PO0541,IT46,Surgical lights,Johnson & Johnson,301,EA,EA,Etactics,V658,Oklahoma City,Yes,1006,duis faucibus,TM,30-05-2021,07-02-2023,17,75,EA,1,24,2000,48000,Nursing Department
02-12-2021,PO0542,IT47,Anesthesia machine,Teleflex,315,EA,EA,HealthXNet,V565,Denver,Yes,1007,convallis,TM,06-10-2021,21-09-2022,13,14,EA,1,22,875,19250,Surgical Department
01-12-2021,PO0543,IT48,Walkers,3M Company,372,EA,EA,CompMed,V453,Salt Lake City,Yes,1008,mattis egestas metus,FP,22-04-2021,05-01-2023,21,95,EA,1,10,20,200,Outpatient Department
18-10-2022,PO0544,IT49,Tourniquet,Terumo,351,EA,EA,Ritiko LLC,V878,Miami,Yes,1009,tincidunt,FP,18-03-2021,02-10-2022,20,85,EA,1,2,260,520,Paramedical Department
23-01-2022,PO0545,IT50,Splints,Nipro,347,EA,EA,Ability Network,V222,Atlanta,Yes,1010,aenean fermentum,FP,12-06-2021,10-12-2022,21,74,EA,1,45,12,540,Nursing Department
12-01-2022,PO0546,IT51,Slings,Poly Medicure Ltd,318,EA,EA,Prevounce Health,V971,Houston,Yes,1018,proin at,FP,14-11-2021,19-11-2022,14,60,EA,1,8,7,56,Surgical Department
30-01-2022,PO0547,IT52,ECG Machine,Ribbel International Ltd,378,EA,EA,Noble House,V624,Dallas,Yes,1012,massa volutpat convallis,TM,13-06-2021,17-01-2023,24,82,EA,1,33,300,9900,Nursing Department
03-06-2022,PO0548,IT53,Nebulizers,Advin Healthcare,324,EA,EA,eSolutions,V090,Charlotte,No,1013,enim,TM,24-01-2021,31-11-2021,22,31,EA,1,43,15,645,Nursing Department
11-10-2021,PO0549,IT54,Sutures,Aegis Lifesciences Private Limited,398,EA,EA,Experian Health Inc,V501,New York,Yes,1014,pretium quis lectus,TM,06-07-2021,01-08-2022,22,23,EA,1,31,12,372,Surgical Department
11-10-2022,PO0550,IT55,Braces,Smiths Medical,365,EA,EA,Eligible Inc,V213,Chicago,Yes,1015,sagittis sapien cum,FP,20-01-2021,07-10-2022,4,41,EA,1,3,60,180,Nursing Department
15-12-2021,PO0551,IT1,Stethscope,Johnson & Johnson,301,EA,EA,WellSky,V135,New York,Yes,1001,enim in,TM,29-06-2021,26-11-2022,21,48,EA,1,30,150,4500,Paramedical Department
19-07-2022,PO0552,IT2,Scissor,Teleflex,315,DZ,DZ,Rivet,V672,Los Angeles,Yes,1002,est congue,FP,08-05-2021,04-05-2022,21,64,DZ,12,28,60,1680,Nursing Department
09-12-2022,PO0553,IT3,Stretcher,3M Company,372,EA,EA,FGA Inc,V522,Chicago,Yes,1003,pellentesque volutpat,TM,26-02-2021,31-07-2022,21,96,EA,1,47,2000,94000,Nursing Department
30-05-2021,PO0554,IT4,Magnifier,Terumo,351,EA,EA,Quadax Inc,V797,Phoenix,Yes,1004,morbi,FP,12-05-2021,12-11-2022,2,99,EA,1,6,8,48,Outpatient Department
04-07-2021,PO0555,IT5,Weighing Scale,Nipro,347,EA,EA,OmniSys,V486,Houston,Yes,1005,libero,FP,23-07-2021,17-08-2022,2,93,EA,1,26,20,520,Surgical Department
19-06-2022,PO0556,IT6,Torch,Poly Medicure Ltd,318,EA,EA,Etactics,V658,Oklahoma City,Yes,1006,duis faucibus,TM,30-05-2021,07-02-2023,2,76,EA,1,34,5,170,Radiology Department
12-05-2021,PO0557,IT7,Face Mask,Ribbel International Ltd,378,PK100,PK100,HealthXNet,V565,Denver,Yes,1007,convallis,TM,06-10-2021,21-09-2022,10,39,PK100,100,18,100,1800,Outpatient Department
05-06-2021,PO0558,IT8,First Aid Kit,Advin Healthcare,324,EA,EA,CompMed,V453,Salt Lake City,Yes,1008,mattis egestas metus,FP,22-04-2021,05-01-2023,15,72,EA,1,28,10,280,Paramedical Department
17-07-2021,PO0559,IT9,Gloves,Aegis Lifesciences Private Limited,398,PK100,PK100,Ritiko LLC,V878,Miami,Yes,1009,tincidunt,FP,18-03-2021,02-10-2022,16,17,PK100,100,36,200,7200,Radiology Department
21-12-2021,PO0560,IT10,Scalpel,Smiths Medical,365,EA,EA,Ability Network,V222,Atlanta,Yes,1010,aenean fermentum,FP,12-06-2021,10-12-2022,13,46,EA,1,49,5,245,Nursing Department
27-08-2022,PO0561,IT11,Microscope,Cardinal Health,372,EA,EA,Prevounce Health,V971,Houston,Yes,1018,proin at,FP,14-11-2021,19-11-2022,1,94,EA,1,38,1200,45600,Nursing Department
22-09-2022,PO0562,IT12,Otoscope,Becton Dickinson,390,EA,EA,Noble House,V624,Dallas,Yes,1012,massa volutpat convallis,TM,13-06-2021,17-01-2023,20,68,EA,1,12,150,1800,Nursing Department
08-02-2022,PO0563,IT13,Thermometer,General Electric,350,EA,EA,eSolutions,V090,Charlotte,No,1013,enim,TM,24-01-2021,31-11-2021,20,7,EA,1,11,35,385,Nursing Department
07-10-2021,PO0564,IT14,Saline Bag,Medtronic PLC,335,DZ,DZ,Experian Health Inc,V501,New York,Yes,1014,pretium quis lectus,TM,06-07-2021,01-08-2022,22,39,DZ,12,47,144,6768,Nursing Department
28-06-2022,PO0565,IT15,Syringe,Siemens Healthineers,307,PK50,PK50,Eligible Inc,V213,Chicago,Yes,1015,sagittis sapien cum,FP,20-01-2021,07-10-2022,22,99,PK50,50,27,1750,47250,Nursing Department
09-11-2021,PO0566,IT16,X-ray Machine,Johnson & Johnson,301,EA,EA,Cerner Health Services HDX,V928,San Antonio,Yes,1016,metus sapien,FP,29-05-2021,29-08-2022,13,96,EA,1,32,2000,64000,Surgical Department
12-07-2022,PO0567,IT17,Bandag,Teleflex,315,EA,EA,myhELO,V653,Salt Lake City,Yes,1017,in hac habitasse platea,FP,28-07-2021,06-11-2022,5,95,EA,1,49,2,98,Outpatient Department
22-06-2021,PO0568,IT18,Crutches,3M Company,372,EA,EA,Prevounce Health,V971,Houston,Yes,1018,proin at,FP,14-11-2021,19-11-2022,23,82,EA,1,43,13,559,Outpatient Department
26-05-2022,PO0569,IT19,Plaster,Terumo,351,EA,EA,Toyon Associates Inc,V305,New York,Yes,1019,quam pharetra magna ac,FP,16-10-2021,02-12-2022,16,2,EA,1,1,10,10,Paramedical Department
05-12-2021,PO0570,IT20,Cotton Wool,Nipro,347,DZ,DZ,Healthcare IP,V425,Denver,Yes,1020,viverra dapibus,CR,28-04-2021,25-10-2022,13,2,DZ,12,5,120,600,Surgical Department
31-08-2021,PO0571,IT21,Surgical Mask,Poly Medicure Ltd,318,PK100,PK100,WellSky,V135,New York,Yes,1001,enim in,TM,29-06-2021,26-11-2022,16,30,PK100,100,9,100,900,Paramedical Department
21-11-2022,PO0572,IT22,Oxygen Mask,Ribbel International Ltd,378,PK50,PK50,Rivet,V672,Los Angeles,Yes,1002,est congue,FP,08-05-2021,04-05-2022,19,80,PK50,50,11,600,6600,Paramedical Department
27-09-2022,PO0573,IT23,Dropper,Advin Healthcare,324,EA,EA,FGA Inc,V522,Chicago,Yes,1003,pellentesque volutpat,TM,26-02-2021,31-07-2022,16,70,EA,1,10,1,10,Radiology Department
16-09-2022,PO0574,IT24,Needle,Aegis Lifesciences Private Limited,398,PK50,PK50,Quadax Inc,V797,Phoenix,Yes,1004,morbi,FP,12-05-2021,12-11-2022,1,28,PK50,50,42,250,10500,Outpatient Department
29-09-2021,PO0575,IT25,Cane,Smiths Medical,365,EA,EA,OmniSys,V486,Houston,Yes,1005,libero,FP,23-07-2021,17-08-2022,9,28,EA,1,39,10,390,Surgical Department
02-02-2022,PO0576,IT26,Surgical Clamps,Cardinal Health,372,EA,EA,Etactics,V658,Oklahoma City,Yes,1006,duis faucibus,TM,30-05-2021,07-02-2023,15,61,EA,1,49,35,1715,Nursing Department
26-09-2021,PO0577,IT27,Forceps,Becton Dickinson,390,DZ,DZ,HealthXNet,V565,Denver,Yes,1007,convallis,TM,06-10-2021,21-09-2022,11,14,DZ,12,15,180,2700,Radiology Department
01-07-2021,PO0578,IT28,Surgical Table,General Electric,350,EA,EA,CompMed,V453,Salt Lake City,Yes,1008,mattis egestas metus,FP,22-04-2021,05-01-2023,20,13,EA,1,10,1600,16000,Paramedical Department
30-11-2021,PO0579,IT29,Utility Table,Medtronic PLC,335,EA,EA,Ritiko LLC,V878,Miami,Yes,1009,tincidunt,FP,18-03-2021,02-10-2022,14,42,EA,1,26,60,1560,Paramedical Department
20-05-2022,PO0580,IT30,Instrument Table,Siemens Healthineers,307,EA,EA,Ability Network,V222,Atlanta,Yes,1010,aenean fermentum,FP,12-06-2021,10-12-2022,9,22,EA,1,6,60,360,Paramedical Department
22-03-2022,PO0581,IT31,Ventilator,Johnson & Johnson,301,EA,EA,Prevounce Health,V971,Houston,Yes,1018,proin at,FP,14-11-2021,19-11-2022,20,7,EA,1,11,3000,33000,Surgical Department
08-07-2021,PO0582,IT32,Mayo Stands,Teleflex,315,EA,EA,Noble House,V624,Dallas,Yes,1012,massa volutpat convallis,TM,13-06-2021,17-01-2023,6,91,EA,1,36,85,3060,Radiology Department
15-07-2021,PO0583,IT33,Kickbuckets,3M Company,372,EA,EA,eSolutions,V090,Charlotte,Yes,1013,enim,TM,24-01-2021,31-11-2021,15,37,EA,1,28,15,420,Paramedical Department
18-04-2021,PO0584,IT34,Arm Supports,Terumo,351,EA,EA,Experian Health Inc,V501,New York,Yes,1014,pretium quis lectus,TM,06-07-2021,01-08-2022,16,29,EA,1,49,5,245,Nursing Department
05-04-2022,PO0585,IT35,Medical Syringe Infusion,Nipro,347,EA,EA,Eligible Inc,V213,Chicago,Yes,1015,sagittis sapien cum,FP,20-01-2021,07-10-2022,18,23,EA,1,32,250,8000,Nursing Department
18-07-2022,PO0586,IT36,Pacemakers,Poly Medicure Ltd,318,EA,EA,Cerner Health Services HDX,V928,San Antonio,Yes,1016,metus sapien,FP,29-05-2021,29-08-2022,3,37,EA,1,22,1200,26400,Outpatient Department
22-07-2022,PO0587,IT37,Defibrillators,Ribbel International Ltd,378,EA,EA,myhELO,V653,Salt Lake City,Yes,1017,in hac habitasse platea,FP,28-07-2021,06-11-2022,14,61,EA,1,13,1500,19500,Outpatient Department
04-07-2022,PO0588,IT38,Wheelchairs,Advin Healthcare,324,EA,EA,Prevounce Health,V971,Houston,Yes,1018,proin at,FP,14-11-2021,19-11-2022,18,17,EA,1,6,80,480,Nursing Department
16-12-2022,PO0589,IT39,Traction Equipment,Aegis Lifesciences Private Limited,398,EA,EA,Toyon Associates Inc,V305,New York,Yes,1019,quam pharetra magna ac,FP,16-10-2021,02-12-2022,17,12,EA,1,45,165,7425,Surgical Department
30-07-2021,PO0590,IT40,Needle Holder,Smiths Medical,365,PK50,PK50,Healthcare IP,V425,Denver,Yes,1020,viverra dapibus,CR,28-04-2021,25-10-2022,13,95,PK50,50,49,1250,61250,Surgical Department
21-05-2022,PO0591,IT41,Medicine Cup,Cardinal Health,372,EA,EA,WellSky,V135,New York,Yes,1001,enim in,TM,29-06-2021,26-11-2022,12,84,EA,1,43,5,215,Nursing Department
20-04-2022,PO0592,IT42,Gauze,Becton Dickinson,390,EA,EA,Rivet,V672,Los Angeles,Yes,1002,est congue,FP,08-05-2021,04-05-2022,24,10,EA,1,45,7,315,Paramedical Department
01-02-2022,PO0593,IT43,Forceps,General Electric,350,DZ,DZ,FGA Inc,V522,Chicago,Yes,1003,pellentesque volutpat,TM,26-02-2021,31-07-2022,6,76,DZ,12,38,180,6840,Surgical Department
07-01-2022,PO0594,IT44,Trays,Medtronic PLC,335,EA,EA,Quadax Inc,V797,Phoenix,Yes,1004,morbi,FP,12-05-2021,12-11-2022,20,67,EA,1,9,10,90,Surgical Department
27-08-2021,PO0595,IT45,Cotton Swabs,Siemens Healthineers,307,PK100,PK100,OmniSys,V486,Houston,Yes,1005,libero,FP,23-07-2021,17-08-2022,4,60,PK100,100,16,100,1600,Radiology Department
25-09-2022,PO0596,IT46,Surgical lights,Johnson & Johnson,301,EA,EA,Etactics,V658,Oklahoma City,Yes,1006,duis faucibus,TM,30-05-2021,07-02-2023,17,75,EA,1,32,2000,64000,Surgical Department
15-03-2022,PO0597,IT47,Anesthesia machine,Teleflex,315,EA,EA,HealthXNet,V565,Denver,Yes,1007,convallis,TM,06-10-2021,21-09-2022,13,14,EA,1,18,875,15750,Surgical Department
20-07-2022,PO0598,IT48,Walkers,3M Company,372,EA,EA,CompMed,V453,Salt Lake City,Yes,1008,mattis egestas metus,FP,22-04-2021,05-01-2023,21,95,EA,1,27,20,540,Surgical Department
02-11-2022,PO0599,IT49,Tourniquet,Terumo,351,EA,EA,Ritiko LLC,V878,Miami,Yes,1009,tincidunt,FP,18-03-2021,02-10-2022,20,85,EA,1,8,260,2080,Surgical Department
03-09-2022,PO0600,IT50,Splints,Nipro,347,EA,EA,Ability Network,V222,Atlanta,Yes,1010,aenean fermentum,FP,12-06-2021,10-12-2022,21,74,EA,1,50,12,600,Paramedical Department
24-09-2022,PO0601,IT51,Slings,Poly Medicure Ltd,318,EA,EA,Prevounce Health,V971,Houston,Yes,1018,proin at,FP,14-11-2021,19-11-2022,14,60,EA,1,37,7,259,Surgical Department
20-10-2022,PO0602,IT52,ECG Machine,Ribbel International Ltd,378,EA,EA,Noble House,V624,Dallas,Yes,1012,massa volutpat convallis,TM,13-06-2021,17-01-2023,24,82,EA,1,6,300,1800,Paramedical Department
29-01-2022,PO0603,IT53,Nebulizers,Advin Healthcare,324,EA,EA,eSolutions,V090,Charlotte,No,1013,enim,TM,24-01-2021,31-11-2021,22,31,EA,1,14,15,210,Nursing Department
19-10-2021,PO0604,IT54,Sutures,Aegis Lifesciences Private Limited,398,EA,EA,Experian Health Inc,V501,New York,Yes,1014,pretium quis lectus,TM,06-07-2021,01-08-2022,22,23,EA,1,40,12,480,Paramedical Department
13-07-2021,PO0605,IT55,Braces,Smiths Medical,365,EA,EA,Eligible Inc,V213,Chicago,Yes,1015,sagittis sapien cum,FP,20-01-2021,07-10-2022,4,41,EA,1,27,60,1620,Radiology Department
18-05-2022,PO0606,IT1,Stethscope,Johnson & Johnson,301,EA,EA,WellSky,V135,New York,Yes,1001,enim in,TM,29-06-2021,26-11-2022,21,48,EA,1,7,150,1050,Radiology Department
19-11-2022,PO0607,IT2,Scissor,Teleflex,315,DZ,DZ,Rivet,V672,Los Angeles,Yes,1002,est congue,FP,08-05-2021,04-05-2022,21,64,DZ,12,4,60,240,Outpatient Department
19-07-2021,PO0608,IT3,Stretcher,3M Company,372,EA,EA,FGA Inc,V522,Chicago,Yes,1003,pellentesque volutpat,TM,26-02-2021,31-07-2022,21,96,EA,1,35,2000,70000,Surgical Department
30-08-2021,PO0609,IT4,Magnifier,Terumo,351,EA,EA,Quadax Inc,V797,Phoenix,Yes,1004,morbi,FP,12-05-2021,12-11-2022,2,99,EA,1,31,8,248,Paramedical Department
04-07-2021,PO0610,IT5,Weighing Scale,Nipro,347,EA,EA,OmniSys,V486,Houston,Yes,1005,libero,FP,23-07-2021,17-08-2022,2,93,EA,1,20,20,400,Surgical Department
28-12-2021,PO0611,IT6,Torch,Poly Medicure Ltd,318,EA,EA,Etactics,V658,Oklahoma City,Yes,1006,duis faucibus,TM,30-05-2021,07-02-2023,2,76,EA,1,29,5,145,Paramedical Department
05-04-2022,PO0612,IT7,Face Mask,Ribbel International Ltd,378,PK100,PK100,HealthXNet,V565,Denver,Yes,1007,convallis,TM,06-10-2021,21-09-2022,10,39,PK100,100,22,100,2200,Nursing Department
06-09-2021,PO0613,IT8,First Aid Kit,Advin Healthcare,324,EA,EA,CompMed,V453,Salt Lake City,Yes,1008,mattis egestas metus,FP,22-04-2021,05-01-2023,15,72,EA,1,15,10,150,Nursing Department
18-05-2021,PO0614,IT9,Gloves,Aegis Lifesciences Private Limited,398,PK100,PK100,Ritiko LLC,V878,Miami,Yes,1009,tincidunt,FP,18-03-2021,02-10-2022,16,17,PK100,100,42,200,8400,Nursing Department
19-01-2022,PO0615,IT10,Scalpel,Smiths Medical,365,EA,EA,Ability Network,V222,Atlanta,Yes,1010,aenean fermentum,FP,12-06-2021,10-12-2022,13,46,EA,1,42,5,210,Paramedical Department
30-08-2021,PO0616,IT11,Microscope,Cardinal Health,372,EA,EA,Prevounce Health,V971,Houston,Yes,1018,proin at,FP,14-11-2021,19-11-2022,1,94,EA,1,45,1200,54000,Paramedical Department
14-12-2021,PO0617,IT12,Otoscope,Becton Dickinson,390,EA,EA,Noble House,V624,Dallas,Yes,1012,massa volutpat convallis,TM,13-06-2021,17-01-2023,20,68,EA,1,8,150,1200,Paramedical Department
18-07-2021,PO0618,IT13,Thermometer,General Electric,350,EA,EA,eSolutions,V090,Charlotte,Yes,1013,enim,TM,24-01-2021,31-11-2021,20,7,EA,1,25,35,875,Nursing Department
03-10-2021,PO0619,IT14,Saline Bag,Medtronic PLC,335,DZ,DZ,Experian Health Inc,V501,New York,Yes,1014,pretium quis lectus,TM,06-07-2021,01-08-2022,22,39,DZ,12,35,144,5040,Nursing Department
11-03-2022,PO0620,IT15,Syringe,Siemens Healthineers,307,PK50,PK50,Eligible Inc,V213,Chicago,Yes,1015,sagittis sapien cum,FP,20-01-2021,07-10-2022,22,99,PK50,50,38,1750,66500,Paramedical Department
07-08-2021,PO0621,IT16,X-ray Machine,Johnson & Johnson,301,EA,EA,Cerner Health Services HDX,V928,San Antonio,Yes,1016,metus sapien,FP,29-05-2021,29-08-2022,13,96,EA,1,26,2000,52000,Paramedical Department
19-01-2022,PO0622,IT17,Bandag,Teleflex,315,EA,EA,myhELO,V653,Salt Lake City,Yes,1017,in hac habitasse platea,FP,28-07-2021,06-11-2022,5,95,EA,1,18,2,36,Surgical Department
07-07-2021,PO0623,IT18,Crutches,3M Company,372,EA,EA,Prevounce Health,V971,Houston,Yes,1018,proin at,FP,14-11-2021,19-11-2022,23,82,EA,1,6,13,78,Paramedical Department
15-02-2022,PO0624,IT19,Plaster,Terumo,351,EA,EA,Toyon Associates Inc,V305,New York,Yes,1019,quam pharetra magna ac,FP,16-10-2021,02-12-2022,16,2,EA,1,38,10,380,Nursing Department
28-06-2021,PO0625,IT20,Cotton Wool,Nipro,347,DZ,DZ,Healthcare IP,V425,Denver,Yes,1020,viverra dapibus,CR,28-04-2021,25-10-2022,13,2,DZ,12,22,120,2640,Surgical Department
09-07-2021,PO0626,IT21,Surgical Mask,Poly Medicure Ltd,318,PK100,PK100,WellSky,V135,New York,Yes,1001,enim in,TM,29-06-2021,26-11-2022,16,30,PK100,100,45,100,4500,Surgical Department
05-03-2022,PO0627,IT22,Oxygen Mask,Ribbel International Ltd,378,PK50,PK50,Rivet,V672,Los Angeles,Yes,1002,est congue,FP,08-05-2021,04-05-2022,19,80,PK50,50,16,600,9600,Nursing Department
24-08-2022,PO0628,IT23,Dropper,Advin Healthcare,324,EA,EA,FGA Inc,V522,Chicago,Yes,1003,pellentesque volutpat,TM,26-02-2021,31-07-2022,16,70,EA,1,38,1,38,Paramedical Department
09-12-2021,PO0629,IT24,Needle,Aegis Lifesciences Private Limited,398,PK50,PK50,Quadax Inc,V797,Phoenix,Yes,1004,morbi,FP,12-05-2021,12-11-2022,1,28,PK50,50,15,250,3750,Paramedical Department
