PO_Date,PO_Number,Item_ID,Item_Description,Item_Type,Manufacturer_Name,Manufacturer_ID,Lowest_Unit_Of_Measure,Purchasing_Unit_Of_Measure,Vendor_Name,Vendor_ID,Vendor_Country,Vendor_State,Vendor_City,Vendor_Active_Status,Contract_ID,Contract_Description,Contract_Type,Contract_Start_Date,Contract_End_Date,Contract_Status,Contract_Price,Contract_UOM,Unit_Of_Measure,Unit_Of_Measure_In_Number,Quantity_At_UOM,Price_Per_UOM,Total_Price,Department,Budget,Requestor
19-03-2022,PO0094,IT39,Traction Equipment,Non-Consumable,Aegis Lifesciences Private Limited,398,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,17,12,EA,1,50,169,8450,Outpatient Department,50000000,Wilmar Bignold
10-04-2022,PO0095,IT40,Needle Holder,Consumable,Smiths Medical,365,DZ,DZ,Teleflex Medical,V653,USA,North Carolina,Charlotte,Yes,1017,sg vdh ddv,Cost Reimbursement,29-05-2021,06-11-2022,In Contract,13,95,DZ,12,15,300,4500,Nursing Department,50000000,Stephanie Crohan
28-10-2021,PO0096,IT41,Medicine Cup,Consumable,Cardinal Health,372,EA,EA,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,12,84,EA,1,4,5,20,Surgical Department,50000000,Alana Rich
03-02-2022,PO0097,IT42,Gauze,Consumable,Becton Dickinson,390,EA,EA,Becton Dickinson,V305,USA,Texas,San Antonio,No,1018,gfjb dghg the,Cost Reimbursement,00-00-0000,00-00-0000,Out of Contract,24,10,EA,1,32,7,224,Paramedical Department,50000000,Lion Philimore
19-08-2022,PO0098,IT43,Forceps,Consumable,General Electric,350,DZ,DZ,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,6,76,DZ,12,27,180,4860,Radiology Department,50000000,Nico Jollands
05-12-2021,PO0099,IT44,Trays,Consumable,Medtronic,335,EA,EA,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,20,67,EA,1,43,12,516,Nursing Department,50000000,Stephanie Crohan
22-09-2021,PO0100,IT45,Cotton Swabs,Consumable,Siemens Healthineers,307,PK50,PK100,Health Products For You,V486,USA,Texas,Houston,Yes,1005,libero,Fixed Price,23-07-2021,17-08-2022,In Contract,4,60,PK100,100,45,100,4500,Nursing Department,50000000,Devin Teml
05-07-2022,PO0101,IT46,Surgical lights,Non-Consumable,Johnson & Johnson,301,EA,EA,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,17,75,EA,1,44,1800,79200,Nursing Department,50000000,Stephanie Crohan
29-11-2022,PO0102,IT47,Anesthesia machine,Non-Consumable,Medtronic,335,EA,EA,Medtronic,V672,USA,California,Los Angeles,Yes,1002,est congue,Time And Material,08-05-2021,04-05-2022,In Contract,13,14,EA,1,15,850,12750,Surgical Department,50000000,Lynn Gilvear
19-04-2022,PO0103,IT48,Walkers,Non-Consumable,3M Company,372,EA,EA,McKesson,V425,USA,Texas,Houston,Yes,1019,erfcgf,Fixed Price,16-10-2021,25-10-2022,In Contract,21,95,EA,1,31,22,682,Outpatient Department,50000000,Wilmar Bignold
05-10-2021,PO0104,IT49,Tourniquet,Consumable,Terumo,351,EA,EA,Medline,V754,USA,Utah,Salt Lake City,Yes,1020,viverra dapibus,Fixed Price,28-04-2021,26-10-2022,In Contract,20,85,EA,1,12,267,3204,Outpatient Department,50000000,Wilmar Bignold
30-07-2022,PO0105,IT50,Splints,Consumable,Nipro,347,EA,EA,Henry Schein,V565,USA,Colorado,Denver,Yes,1007,convallis,Fixed Price,30-05-2021,21-09-2022,In Contract,21,74,EA,1,14,12,168,Outpatient Department,50000000,Calvin Graben
18-05-2021,PO0106,IT51,Slings,Consumable,Abbott,318,EA,EA,Cardinal Health,V453,USA,Utah,Salt Lake City,Yes,1008,mattis egestas metus,Time And Material,06-10-2021,05-01-2023,In Contract,14,60,EA,1,41,8,328,Outpatient Department,50000000,Wilmar Bignold
04-11-2021,PO0107,IT52,ECG Machine,Non-Consumable,Johnson & Johnson,301,EA,EA,Johnson & Johnson,V878,USA,Florida,Miami,Yes,1009,mattis egestas metus,Time And Material,22-04-2021,02-10-2022,In Contract,24,82,EA,1,6,300,1800,Surgical Department,50000000,Tim Giles
10-12-2022,PO0108,IT53,Nebulizers,Non-Consumable,Abbott,318,EA,EA,Abbott,V222,USA,Illinois,Chicago,No,1010,enim,Fixed Price,01-03-2021,30-11-2021,Contract Expired,22,31,EA,1,9,15,135,Surgical Department,50000000,Alie Gorey
18-03-2022,PO0109,IT54,Sutures,Consumable,Aegis Lifesciences Private Limited,398,EA,EA,Vitality Medical,V971,USA,North Carolina,Charlotte,Yes,1011,pretium quis lectus,Fixed Price,12-06-2021,19-11-2022,In Contract,22,23,EA,1,26,11,286,Surgical Department,50000000,Tim Giles
28-11-2022,PO0110,IT55,Braces,Consumable,Smiths Medical,365,EA,EA,Halyard health,V624,USA,California,Los Angeles,Yes,1012,sagittis sapien cum,Time And Material,14-11-2021,17-01-2023,In Contract,4,41,EA,1,8,55,440,Paramedical Department,50000000,Lion Philimore
25-06-2022,PO0111,IT1,Stethscope,Non-Consumable,Johnson & Johnson,301,EA,EA,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,21,48,EA,1,7,150,1050,Nursing Department,50000000,Stephanie Crohan
23-03-2022,PO0112,IT2,Scissor,Non-Consumable,Medtronic,335,DZ,DZ,Medtronic,V672,USA,California,Los Angeles,Yes,1002,est congue,Time And Material,08-05-2021,04-05-2022,In Contract,21,64,DZ,12,9,60,540,Surgical Department,50000000,Alana Rich
13-04-2022,PO0113,IT3,Stretcher,Non-Consumable,3M Company,372,EA,EA,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,21,96,EA,1,5,2000,10000,Paramedical Department,50000000,Lilly Ondricek
21-05-2022,PO0114,IT4,Magnifier,Non-Consumable,Terumo,351,EA,EA,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,2,99,EA,1,36,7.5,270,Outpatient Department,50000000,Calvin Graben
24-02-2022,PO0115,IT5,Weighing Scale,Non-Consumable,Nipro,347,EA,EA,Health Products For You,V486,USA,Texas,Houston,Yes,1005,libero,Fixed Price,23-07-2021,17-08-2022,In Contract,2,93,EA,1,18,20,360,Surgical Department,50000000,Tim Giles
29-05-2022,PO0116,IT6,Torch,Non-Consumable,Abbott,318,EA,EA,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,2,76,EA,1,47,5,235,Nursing Department,50000000,Selina MacDwyer
09-12-2021,PO0117,IT7,Face Mask,Consumable,Medtronic,335,PK50,PK100,Medtronic,V672,USA,California,Los Angeles,Yes,1002,est congue,Time And Material,08-05-2021,04-05-2022,In Contract,10,39,PK100,100,36,94,3384,Nursing Department,50000000,Devin Teml
26-01-2022,PO0118,IT8,First Aid Kit,Consumable,Advin Healthcare,324,EA,EA,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,15,72,EA,1,21,10,210,Nursing Department,50000000,Stephanie Crohan
15-12-2021,PO0119,IT9,Gloves,Consumable,Aegis Lifesciences Private Limited,398,PK50,PK100,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,16,17,PK100,100,49,198,9702,Nursing Department,50000000,Selina MacDwyer
13-12-2022,PO0120,IT10,Scalpel,Consumable,Smiths Medical,365,EA,EA,Henry Schein,V565,USA,Colorado,Denver,Yes,1007,convallis,Fixed Price,30-05-2021,21-09-2022,In Contract,13,46,EA,1,23,5,115,Outpatient Department,50000000,Wilmar Bignold
15-04-2021,PO0121,IT11,Microscope,Non-Consumable,Cardinal Health,372,EA,EA,AmerisourceBergen,V501,USA,Georgia,Atlanta,Yes,1014,in hac habitasse platea,Time And Material,24-01-2021,01-08-2022,In Contract,1,94,EA,1,40,1250,50000,Nursing Department,50000000,Stephanie Crohan
21-09-2021,PO0122,IT12,Otoscope,Non-Consumable,Johnson & Johnson,301,EA,EA,Johnson & Johnson,V878,USA,Florida,Miami,Yes,1009,mattis egestas metus,Time And Material,22-04-2021,02-10-2022,In Contract,20,68,EA,1,46,145,6670,Nursing Department,50000000,Selina MacDwyer
19-08-2022,PO0123,IT13,Thermometer,Non-Consumable,Abbott,318,EA,EA,Abbott,V222,USA,Illinois,Chicago,No,1010,enim,Fixed Price,01-03-2021,30-11-2021,Contract Expired,20,7,EA,1,32,35,1120,Nursing Department,50000000,Stephanie Crohan
24-06-2021,PO0124,IT14,Saline Bag,Consumable,Medtronic,335,DZ,DZ,AmerisourceBergen,V501,USA,Georgia,Atlanta,Yes,1014,in hac habitasse platea,Time And Material,24-01-2021,01-08-2022,In Contract,22,39,DZ,12,6,150,900,Surgical Department,50000000,Lynn Gilvear
02-02-2022,PO0125,IT15,Syringe,Consumable,Siemens Healthineers,307,DZ,PK50,Halyard health,V624,USA,California,Los Angeles,Yes,1012,sagittis sapien cum,Time And Material,14-11-2021,17-01-2023,In Contract,22,99,PK50,50,32,1750,56000,Surgical Department,50000000,Tim Giles
05-09-2022,PO0126,IT16,X-ray Machine,Non-Consumable,Johnson & Johnson,301,EA,EA,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,13,96,EA,1,33,2100,69300,Surgical Department,50000000,Phillipp Daen
13-05-2022,PO0127,IT17,Bandage,Consumable,Teleflex,315,DZ,DZ,AmerisourceBergen,V501,USA,Georgia,Atlanta,Yes,1014,in hac habitasse platea,Time And Material,24-01-2021,01-08-2022,In Contract,5,95,DZ,12,29,21,609,Paramedical Department,50000000,Lion Philimore
16-07-2021,PO0128,IT18,Crutches,Non-Consumable,3M Company,372,EA,EA,Grifols,V213,USA,Utah,Salt Lake City,Yes,1015,quam pharetra magna ac,Fixed Price,06-07-2021,07-10-2022,In Contract,23,82,EA,1,38,13.5,513,Nursing Department,50000000,Stephanie Crohan
20-06-2021,PO0129,IT19,Plaster,Consumable,Terumo,351,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,16,2,EA,1,24,9,216,Radiology Department,50000000,Ashly Shore
05-09-2022,PO0130,IT20,Cotton Wool,Consumable,Nipro,347,DZ,DZ,Teleflex Medical,V653,USA,North Carolina,Charlotte,Yes,1017,sg vdh ddv,Cost Reimbursement,29-05-2021,06-11-2022,In Contract,13,2,DZ,12,10,120,1200,Surgical Department,50000000,Alie Gorey
24-08-2021,PO0131,IT21,Surgical Mask,Consumable,Abbott,318,DZ,PK50,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,16,30,PK50,50,49,52,2548,Surgical Department,50000000,Tim Giles
14-07-2021,PO0132,IT22,Oxygen Mask,Consumable,Becton Dickinson,390,DZ,DZ,Becton Dickinson,V305,USA,Texas,San Antonio,No,1018,gfjb dghg the,Cost Reimbursement,00-00-0000,00-00-0000,Out of Contract,19,80,DZ,12,2,144,288,Surgical Department,50000000,Lynn Gilvear
01-06-2021,PO0133,IT23,Dropper,Consumable,Advin Healthcare,324,EA,EA,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,16,70,EA,1,46,1,46,Surgical Department,50000000,Tim Giles
25-12-2021,PO0134,IT24,Needle,Consumable,Aegis Lifesciences Private Limited,398,PK50,PK50,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,1,28,PK50,50,19,250,4750,Paramedical Department,50000000,Lion Philimore
13-08-2022,PO0135,IT25,Cane,Non-Consumable,Smiths Medical,365,EA,EA,Health Products For You,V486,USA,Texas,Houston,Yes,1005,libero,Fixed Price,23-07-2021,17-08-2022,In Contract,9,28,EA,1,22,10,220,Nursing Department,50000000,Devin Teml
31-05-2022,PO0136,IT26,Surgical Clamps,Consumable,Cardinal Health,372,EA,EA,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,15,61,EA,1,33,35,1155,Surgical Department,50000000,Alie Gorey
13-09-2022,PO0137,IT27,Forceps,Consumable,Medtronic,335,DZ,DZ,Medtronic,V672,USA,California,Los Angeles,Yes,1002,est congue,Time And Material,08-05-2021,04-05-2022,In Contract,11,14,DZ,12,42,179,7518,Surgical Department,50000000,Phillipp Daen
20-09-2021,PO0138,IT28,Surgical Table,Non-Consumable,General Electric,350,EA,EA,McKesson,V425,USA,Texas,Houston,Yes,1019,erfcgf,Fixed Price,16-10-2021,25-10-2022,In Contract,20,13,EA,1,27,1650,44550,Outpatient Department,50000000,Calvin Graben
18-03-2022,PO0139,IT29,Utility Table,Non-Consumable,Medtronic,335,EA,EA,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,14,42,EA,1,10,67,670,Surgical Department,50000000,Phillipp Daen
28-07-2022,PO0140,IT30,Instrument Table,Non-Consumable,Siemens Healthineers,307,EA,EA,Henry Schein,V565,USA,Colorado,Denver,Yes,1007,convallis,Fixed Price,30-05-2021,21-09-2022,In Contract,9,22,EA,1,15,60,900,Surgical Department,50000000,Tim Giles
17-11-2021,PO0141,IT31,Ventilator,Non-Consumable,Johnson & Johnson,301,EA,EA,Cardinal Health,V453,USA,Utah,Salt Lake City,Yes,1008,mattis egestas metus,Time And Material,06-10-2021,05-01-2023,In Contract,20,7,EA,1,27,2950,79650,Nursing Department,50000000,Stephanie Crohan
19-05-2021,PO0142,IT32,Mayo Stands,Non-Consumable,Johnson & Johnson,301,EA,EA,Johnson & Johnson,V878,USA,Florida,Miami,Yes,1009,mattis egestas metus,Time And Material,22-04-2021,02-10-2022,In Contract,6,91,EA,1,29,85,2465,Paramedical Department,50000000,Merry Paz
19-11-2021,PO0143,IT33,Kickbuckets,Non-Consumable,Abbott,318,EA,EA,Abbott,V222,USA,Illinois,Chicago,Yes,1010,enim,Fixed Price,01-03-2021,30-11-2021,In Contract,15,37,EA,1,27,12,324,Outpatient Department,50000000,Calvin Graben
11-04-2022,PO0144,IT34,Arm Supports,Non-Consumable,Terumo,351,EA,EA,Vitality Medical,V971,USA,North Carolina,Charlotte,Yes,1011,pretium quis lectus,Fixed Price,12-06-2021,19-11-2022,In Contract,16,29,EA,1,4,5,20,Paramedical Department,50000000,Lion Philimore
17-06-2021,PO0145,IT35,Medical Syringe Infusion,Consumable,Nipro,347,EA,EA,Halyard health,V624,USA,California,Los Angeles,Yes,1012,sagittis sapien cum,Time And Material,14-11-2021,17-01-2023,In Contract,18,23,EA,1,35,250,8750,Paramedical Department,50000000,Lilly Ondricek
13-05-2021,PO0146,IT36,Pacemakers,Consumable,Abbott,318,EA,EA,Stryker,V090,USA,New York ,New York City,Yes,1013,metus sapien,Fixed Price,13-06-2021,30-11-2021,In Contract,3,37,EA,1,36,1250,45000,Nursing Department,50000000,Stephanie Crohan
05-12-2021,PO0147,IT37,Defibrillators,Non-Consumable,Ribbel International Ltd,378,EA,EA,AmerisourceBergen,V501,USA,Georgia,Atlanta,Yes,1014,in hac habitasse platea,Time And Material,24-01-2021,01-08-2022,In Contract,14,61,EA,1,6,1520,9120,Nursing Department,50000000,Selina MacDwyer
18-10-2021,PO0148,IT38,Wheelchairs,Non-Consumable,Advin Healthcare,324,EA,EA,Cardinal Health,V453,USA,Utah,Salt Lake City,Yes,1008,mattis egestas metus,Time And Material,06-10-2021,05-01-2023,In Contract,18,17,EA,1,34,85,2890,Outpatient Department,50000000,Wilmar Bignold
15-07-2021,PO0149,IT39,Traction Equipment,Non-Consumable,Aegis Lifesciences Private Limited,398,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,17,12,EA,1,23,169,3887,Surgical Department,50000000,Alie Gorey
22-08-2021,PO0150,IT40,Needle Holder,Consumable,Smiths Medical,365,DZ,PK50,Teleflex Medical,V653,USA,North Carolina,Charlotte,Yes,1017,sg vdh ddv,Cost Reimbursement,29-05-2021,06-11-2022,In Contract,13,95,PK50,50,36,1250,45000,Surgical Department,50000000,Lynn Gilvear
25-01-2022,PO0151,IT41,Medicine Cup,Consumable,Cardinal Health,372,EA,EA,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,12,84,EA,1,28,5,140,Nursing Department,50000000,Devin Teml
07-11-2022,PO0152,IT42,Gauze,Consumable,Becton Dickinson,390,EA,EA,Becton Dickinson,V305,USA,Texas,San Antonio,No,1018,gfjb dghg the,Cost Reimbursement,00-00-0000,00-00-0000,Out of Contract,24,10,EA,1,8,7,56,Surgical Department,50000000,Tim Giles
10-09-2022,PO0153,IT43,Forceps,Consumable,General Electric,350,DZ,DZ,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,6,76,DZ,12,5,180,900,Paramedical Department,50000000,Lilly Ondricek
16-05-2022,PO0154,IT44,Trays,Consumable,Medtronic,335,EA,EA,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,20,67,EA,1,41,12,492,Outpatient Department,50000000,Wilmar Bignold
23-07-2021,PO0155,IT45,Cotton Swabs,Consumable,Siemens Healthineers,307,PK50,PK50,Health Products For You,V486,USA,Texas,Houston,Yes,1005,libero,Fixed Price,23-07-2021,17-08-2022,In Contract,4,60,PK50,50,25,50,1250,Surgical Department,50000000,Tim Giles
09-05-2022,PO0156,IT46,Surgical lights,Non-Consumable,Johnson & Johnson,301,EA,EA,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,17,75,EA,1,39,1800,70200,Surgical Department,50000000,Alie Gorey
07-01-2022,PO0157,IT47,Anesthesia machine,Non-Consumable,Medtronic,335,EA,EA,Medtronic,V672,USA,California,Los Angeles,Yes,1002,est congue,Time And Material,08-05-2021,04-05-2022,In Contract,13,14,EA,1,30,850,25500,Nursing Department,50000000,Stephanie Crohan
31-07-2021,PO0158,IT48,Walkers,Non-Consumable,3M Company,372,EA,EA,McKesson,V425,USA,Texas,Houston,Yes,1019,erfcgf,Fixed Price,16-10-2021,25-10-2022,In Contract,21,95,EA,1,26,22,572,Nursing Department,50000000,Devin Teml
21-09-2021,PO0159,IT49,Tourniquet,Consumable,Terumo,351,EA,EA,Medline,V754,USA,Utah,Salt Lake City,Yes,1020,viverra dapibus,Fixed Price,28-04-2021,26-10-2022,In Contract,20,85,EA,1,47,267,12549,Nursing Department,50000000,Stephanie Crohan
23-09-2021,PO0160,IT50,Splints,Consumable,Nipro,347,EA,EA,Henry Schein,V565,USA,Colorado,Denver,Yes,1007,convallis,Fixed Price,30-05-2021,21-09-2022,In Contract,21,74,EA,1,33,12,396,Surgical Department,50000000,Alana Rich
12-10-2021,PO0161,IT51,Slings,Consumable,Abbott,318,EA,EA,Cardinal Health,V453,USA,Utah,Salt Lake City,Yes,1008,mattis egestas metus,Time And Material,06-10-2021,05-01-2023,In Contract,14,60,EA,1,34,8,272,Outpatient Department,50000000,Wilmar Bignold
05-09-2021,PO0162,IT52,ECG Machine,Non-Consumable,Johnson & Johnson,301,EA,EA,Johnson & Johnson,V878,USA,Florida,Miami,Yes,1009,mattis egestas metus,Time And Material,22-04-2021,02-10-2022,In Contract,24,82,EA,1,8,300,2400,Outpatient Department,50000000,Calvin Graben
01-05-2022,PO0163,IT53,Nebulizers,Non-Consumable,Abbott,318,EA,EA,Abbott,V222,USA,Illinois,Chicago,No,1010,enim,Fixed Price,01-03-2021,30-11-2021,Contract Expired,22,31,EA,1,8,15,120,Outpatient Department,50000000,Calvin Graben
07-04-2022,PO0164,IT54,Sutures,Consumable,Aegis Lifesciences Private Limited,398,EA,EA,Vitality Medical,V971,USA,North Carolina,Charlotte,Yes,1011,pretium quis lectus,Fixed Price,12-06-2021,19-11-2022,In Contract,22,23,EA,1,27,11,297,Surgical Department,50000000,Tim Giles
22-03-2022,PO0165,IT55,Braces,Consumable,Smiths Medical,365,EA,EA,Halyard health,V624,USA,California,Los Angeles,Yes,1012,sagittis sapien cum,Time And Material,14-11-2021,17-01-2023,In Contract,4,41,EA,1,41,55,2255,Surgical Department,50000000,Phillipp Daen
23-03-2022,PO0166,IT1,Stethscope,Non-Consumable,Johnson & Johnson,301,EA,EA,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,21,48,EA,1,38,150,5700,Nursing Department,50000000,Stephanie Crohan
07-03-2022,PO0167,IT2,Scissor,Non-Consumable,Medtronic,335,DZ,DZ,Medtronic,V672,USA,California,Los Angeles,Yes,1002,est congue,Time And Material,08-05-2021,04-05-2022,In Contract,21,64,DZ,12,25,60,1500,Surgical Department,50000000,Lynn Gilvear
16-09-2021,PO0168,IT3,Stretcher,Non-Consumable,3M Company,372,EA,EA,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,21,96,EA,1,19,2000,38000,Radiology Department,50000000,Nico Jollands
02-04-2022,PO0169,IT4,Magnifier,Non-Consumable,Terumo,351,EA,EA,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,2,99,EA,1,30,7.5,225,Surgical Department,50000000,Phillipp Daen
30-07-2022,PO0170,IT5,Weighing Scale,Non-Consumable,Nipro,347,EA,EA,Health Products For You,V486,USA,Texas,Houston,Yes,1005,libero,Fixed Price,23-07-2021,17-08-2022,In Contract,2,93,EA,1,32,20,640,Paramedical Department,50000000,Lion Philimore
11-12-2021,PO0171,IT6,Torch,Non-Consumable,Abbott,318,EA,EA,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,2,76,EA,1,8,5,40,Surgical Department,50000000,Lynn Gilvear
22-09-2022,PO0172,IT7,Face Mask,Consumable,Medtronic,335,PK50,PK100,Medtronic,V672,USA,California,Los Angeles,Yes,1002,est congue,Time And Material,08-05-2021,04-05-2022,In Contract,10,39,PK100,100,18,94,1692,Surgical Department,50000000,Tim Giles
11-08-2022,PO0173,IT8,First Aid Kit,Consumable,Advin Healthcare,324,EA,EA,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,15,72,EA,1,47,10,470,Surgical Department,50000000,Alie Gorey
07-07-2022,PO0174,IT9,Gloves,Consumable,Aegis Lifesciences Private Limited,398,PK50,PK50,Medline,V754,USA,Utah,Salt Lake City,Yes,1020,viverra dapibus,Fixed Price,28-04-2021,26-10-2022,In Contract,16,17,PK50,50,20,97.5,1950,Surgical Department,50000000,Tim Giles
29-12-2021,PO0175,IT10,Scalpel,Consumable,Smiths Medical,365,EA,EA,Henry Schein,V565,USA,Colorado,Denver,Yes,1007,convallis,Fixed Price,30-05-2021,21-09-2022,In Contract,13,46,EA,1,15,5,75,Surgical Department,50000000,Alana Rich
26-06-2022,PO0176,IT11,Microscope,Non-Consumable,Cardinal Health,372,EA,EA,Cardinal Health,V453,USA,Utah,Salt Lake City,Yes,1008,mattis egestas metus,Time And Material,06-10-2021,05-01-2023,In Contract,1,94,EA,1,14,1180,16520,Nursing Department,50000000,Devin Teml
25-01-2022,PO0177,IT12,Otoscope,Non-Consumable,Johnson & Johnson,301,EA,EA,Johnson & Johnson,V878,USA,Florida,Miami,Yes,1009,mattis egestas metus,Time And Material,22-04-2021,02-10-2022,In Contract,20,68,EA,1,9,145,1305,Radiology Department,50000000,Ashly Shore
